"","AAPL","TSLA","GE","C","CCL","F","BAC","AMD","INO","SIRI","VALE","WFC","AAL","OXY","NCLH","ORCL","PCG","COTY","INTC","SNAP","QRTEA","NOK","XOM","JPM","M","DAL","MSFT","MRO","UAL","T","ABEV","TSM","ITUB","PFE","SGMS","WKHS","GM","CSCO","ET","SQ","FB","CMCSA","PBR","NVDA","PLUG","MGM","AM","FCX","NLY","IMMU","BA","MU","KGC","TWTR","KMI","AUY","BBD","SCHW","KR","BP","OPK","GOLD","HST","WMB","PENN","KHC","NBL","GFI","SLB","MRK","ZNGA","ROKU","WMT","CVS","LUV","VER","FDX","HBAN","KO","VZ","APPS","EPD","CTL","APA","DVN","CVX","OSTK"
"2019-03-11",43.94873,58.183998,9.830049,59.373684,53.064861,8.077252,27.870525,22.959999,3.52,5.897098,12.215821,46.620293,31.625986,58.649368,55.459999,51.290142,19.379999,10.455011,51.482239,9.96,13.045119,6.013129,73.005638,99.351097,20.904085,49.772606,110.779625,16.303963,82.379997,27.549282,4.319486,36.093727,8.982165,39.178467,23.99,0.92,36.978168,49.647514,12.786669,75.529999,172.070007,37.937935,15.222174,160.461258,2.11,26.01232,9.39635,12.144992,8.542041,17.48,390.641144,39.029999,3.34,30.870001,18.284925,2.56627,9.08632,42.638542,23.846863,38.164284,2.57,12.913272,18.216454,24.506062,23.27,29.600929,21.456228,3.750919,39.170876,76.905273,5.24,74.120003,95.287292,51.187389,50.870819,7.381003,172.142166,12.539304,43.619934,54.049614,3.05,25.216923,10.834357,31.429407,25.997683,115.224358,21.9
"2019-03-12",44.442513,56.672001,9.691038,59.850128,52.902115,8.039727,27.870525,23.49,3.56,6.065022,12.272245,46.517235,30.510935,58.943157,55.349998,51.426498,19.219999,10.426289,51.694538,9.88,13.209115,6.071889,73.206955,99.055946,21.125811,49.334465,111.555267,16.628664,79.849998,27.923046,4.299985,36.336594,9.010206,39.395599,23.15,0.905,36.978168,49.867455,12.828814,76.769997,171.919998,38.247871,15.174215,161.835434,2.2,26.051485,9.540909,12.429947,8.508868,17.5,366.61731,39.25,3.46,31.16,18.248177,2.64493,9.133115,42.833282,23.663206,38.28149,2.54,12.962259,17.954079,24.658331,22.610001,29.435308,21.845631,3.867528,39.645618,77.24762,5.21,70.720001,95.180862,52.044479,49.67815,7.462411,172.844604,12.55761,43.497147,53.908806,3.15,25.306187,10.728999,32.321899,26.895443,115.485336,21.93
"2019-03-13",44.639038,57.792,9.949201,60.650539,53.696701,8.002203,28.20759,23.379999,3.65,6.015632,12.488537,46.770195,31.418764,59.732742,55.080002,51.679737,19.459999,10.531605,52.46653,10.05,13.142025,6.013129,73.856667,99.389175,21.303188,49.675243,112.419266,17.041922,81.209999,27.603981,4.270734,36.62616,9.150405,39.659935,22.6,0.88,37.150509,50.288197,12.778239,77.849998,173.369995,38.315674,15.586661,167.909744,2.38,26.01232,9.305049,12.439773,8.575214,17.950001,368.306824,38.830002,3.45,31.299999,18.358435,2.654762,9.22671,43.242241,23.904863,39.51667,2.55,13.079832,17.963448,24.810596,22.620001,29.720552,21.874836,3.886963,40.166904,77.599487,5.37,60.740002,95.819458,53.872936,49.885143,7.516685,175.146988,12.740665,43.657719,54.124706,3.11,25.404375,10.62364,32.936096,27.42849,116.203041,21.219999
"2019-03-14",45.135273,57.992001,10.227221,61.088863,54.022194,7.889627,28.371307,22.82,3.62,6.055144,12.366284,47.173061,31.704927,59.870461,55.16,51.669991,19.51,10.531605,51.569088,11.28,12.955667,6.091475,73.609589,100.293663,21.291924,49.597351,112.507637,16.982885,81.489998,27.603981,4.182979,36.26186,8.926086,38.885807,22.6,0.886,36.413246,50.431625,12.710808,77.379997,170.169998,38.615921,15.586661,164.862625,2.59,25.89484,9.959369,12.105686,8.550335,17.940001,364.556702,38.41,3.36,31.030001,18.358435,2.556437,9.20331,44.108837,23.924196,39.624855,2.42,12.844688,18.010298,24.837465,21.860001,29.324894,22.089008,3.77368,40.11105,78.020752,5.4,61.82,95.547081,53.215839,50.427265,7.480501,174.707977,12.877957,43.543385,54.396919,3.15,25.181215,10.465603,32.888111,27.662918,116.137787,19.950001
"2019-03-15",45.722401,55.085999,9.889624,62.117962,54.194511,7.908391,28.21722,23.290001,3.52,6.094655,12.413305,47.463505,31.014191,60.10918,55.549999,51.562859,19.65,10.426289,52.427933,11.16,12.851306,6.257963,73.344223,101.445694,21.36401,49.840759,113.803658,16.992727,81.690002,27.959515,4.212231,37.03717,8.954125,39.442799,22.9,0.862,36.451546,50.871498,12.693951,76.650002,165.979996,39.197044,15.912786,169.094727,2.2,25.473867,9.997413,12.135166,8.558627,18.559999,370.113434,39.540001,3.38,31.219999,18.257362,2.546605,9.289106,44.25489,23.547209,39.552731,2.51,12.736914,17.954079,24.6852,22.120001,29.527321,22.48815,3.822436,39.459442,78.097336,5.37,62.790001,95.741638,52.949184,50.634254,7.44432,173.634827,12.711551,43.162262,54.809944,3.06,25.109806,10.61486,33.060852,27.794201,116.799568,20.440001
"2019-03-18",46.189163,53.897999,10.127927,62.823097,54.902939,8.039727,28.718006,23.25,3.52,5.985999,12.488537,48.465996,30.964848,61.523075,56.16,52.069328,19.43,10.790108,52.205982,10.94,12.888579,6.199203,74.195259,102.055038,21.526199,49.402626,115.433472,17.110798,80.730003,28.078026,4.416992,37.223988,9.103672,39.471123,22.52,0.75,36.365376,51.167923,12.896244,75.230003,160.470001,38.664345,16.41156,168.238358,2.4,25.699039,10.385438,12.400469,8.591801,18.84,363.560638,39.610001,3.31,31.08,18.36762,2.487611,9.429493,44.693066,23.730871,39.886318,2.52,12.687925,17.991562,24.891211,22.219999,29.472111,23.169609,3.822436,40.362385,77.886711,5.35,63.610001,96.947891,53.96817,50.348412,7.390049,177.946915,12.868712,43.267071,54.509567,3.39,25.725723,10.597301,33.598267,28.610025,117.330856,19.280001
"2019-03-19",45.823128,53.493999,10.117999,62.537235,54.682751,8.161684,28.554285,26,3.6,6.035388,12.883506,48.166183,31.172075,60.751854,56.110001,52.634235,19.07,11.010314,52.273537,10.63,12.672402,6.21879,74.003075,101.683723,21.580263,49.616821,115.512032,16.845135,81.339996,27.96863,4.416992,37.139919,8.916739,39.933716,22.51,0.77,36.643047,50.976681,12.997391,76.809998,161.570007,38.528748,16.660942,174.969864,2.53,26.01232,10.499565,12.459426,8.542041,18.799999,364.683685,40.369999,3.32,31.27,18.422752,2.507275,9.257904,44.537266,23.518209,40.093685,2.51,12.580152,17.888481,25.195744,22.200001,29.564127,23.364313,3.77368,40.259987,78.422874,5.31,64.919998,97.132729,54.368145,50.013279,7.399094,176.98111,12.55439,43.409988,53.974514,3.55,25.823914,10.456823,33.099243,28.356838,116.771606,19.23
"2019-03-20",46.223557,54.720001,10.147788,61.269913,54.117928,7.983441,27.58161,25.700001,3.6,5.946487,12.686021,47.21991,30.550406,61.752609,55.869999,51.270664,19.08,10.904997,51.935791,10.94,12.709674,6.160029,74.414871,99.512947,21.291924,48.55555,115.384392,17.317427,79.830002,27.813658,4.397491,37.223988,8.767192,39.810986,21.860001,0.795,35.427036,50.928864,13.047964,75.260002,165.440002,38.2285,16.91033,173.665405,2.62,25.699039,10.400657,12.596991,8.517164,18.35,367.349762,40.130001,3.43,32.57,18.459507,2.576102,9.09412,43.388294,23.189554,40.147781,2.46,12.844688,17.916595,25.392796,21.43,29.46291,24.211267,3.919947,41.228092,78.585648,5.33,64.970001,95.95565,53.482487,48.988174,7.390049,170.795883,11.981214,43.381405,54.13409,3.62,25.939957,10.448043,33.866985,29.30394,116.221687,19.629999
"2019-03-21",47.92598,54.804001,10.197434,60.898285,54.81678,8.152303,27.138613,27.889999,3.72,5.906976,12.65781,46.713982,31.033924,61.734245,56.5,52.634235,19.049999,10.799681,52.727081,11.01,12.933305,6.13065,74.844963,97.941994,21.652349,48.974216,118.035339,17.405983,81,28.31505,4.348738,38.335567,8.533525,39.980915,22.16,0.753,35.762154,51.579102,13.073252,78.529999,166.080002,38.790253,16.354004,183.165207,2.54,26.335396,10.271315,12.69525,8.566921,18.290001,363.970795,43.990002,3.46,32.610001,18.762726,2.546605,8.750943,42.65802,23.508543,40.147781,2.72,13.011248,17.944706,25.912294,21.040001,30.134613,24.279413,3.997956,41.16293,79.418594,5.42,66.940002,96.364212,54.663368,50.013279,7.616181,174.620178,11.666893,43.362343,54.71608,3.77,26.154188,10.632421,34.62513,29.679028,117.312218,19.5
"2019-03-22",46.933514,52.905998,9.909482,58.106358,54.012623,8.011583,26.011847,26.370001,3.62,5.689662,12.055952,45.261787,30.165567,59.898006,55.619999,51.397278,19.42,10.742236,51.39539,10.73,12.687311,5.758502,73.646202,94.980965,21.003586,48.448448,114.922935,16.412197,79.629997,28.324163,4.173228,37.76577,8.047495,39.508888,20.98,0.766,34.890846,50.431625,12.963675,75.089996,164.339996,38.218811,15.174215,176.752319,2.48,25.542398,10.119145,11.968123,8.500576,17.5,353.687439,41.619999,3.48,33.02,18.284925,2.56627,8.228386,40.700874,23.527878,39.624855,2.53,13.393355,17.616735,25.500277,20.190001,29.711351,23.335106,4.03696,39.533916,78.78669,5.29,63.91,95.605438,53.36821,48.613617,7.625227,169.742233,11.324836,43.762531,56.095943,3.6,25.966736,10.6851,33.415936,28.450611,114.730331,18.41
"2019-03-25",46.366032,52.084,9.810188,57.486992,54.232811,7.983441,25.848129,25.969999,3.62,5.679784,12.093569,45.046299,29.810328,59.797012,55.169998,51.368065,18.209999,10.75181,50.932201,10.72,12.404044,5.748708,73.133751,94.190735,21.49917,47.73769,115.521858,16.441715,78.120003,28.050678,4.163477,37.289375,8.112924,39.54665,20.9,0.765,35.18766,50.422066,12.896244,74.550003,166.289993,37.94762,15.231767,173.047989,2.36,25.209534,10.126755,12.164644,8.500576,17.58,361.783203,40.549999,3.62,32.59,18.49626,2.713757,8.337578,40.730083,23.344213,39.246193,2.52,13.981215,17.523029,25.706285,20.01,29.904581,23.792656,4.056462,39.533916,78.844139,5.31,66.900002,95.498428,52.330177,47.992641,7.688544,167.869125,11.389549,43.857811,56.396324,3.09,25.984587,10.553403,33.511902,28.900719,114.54393,18.110001
"2019-03-26",45.886997,53.554001,10.028635,58.335056,49.50359,8.217972,26.204456,25.690001,3.73,5.630394,12.244033,45.917614,29.810328,61.587349,54.48,51.894016,17.950001,10.790108,51.569088,10.76,12.254959,5.699741,74.085442,95.133316,21.562243,47.796112,115.767303,16.835293,77.489998,28.615887,4.270734,37.737747,8.215735,40.046997,20.99,0.74,35.302563,50.900181,12.879386,73.93,167.679993,38.383469,15.720947,176.124969,2.4,25.238905,10.081104,12.479078,8.508868,18.1,361.705109,40.32,3.61,33.060001,18.459507,2.694092,8.399973,41.431149,23.653538,39.507645,2.57,14.206558,17.888481,25.625675,19.99,30.272636,24.415707,3.958951,40.073818,79.389877,5.33,64.309998,95.644356,52.749195,48.051781,7.688544,170.873932,11.620668,44.439022,56.912609,3.22,25.97566,10.799238,34.222061,29.632147,115.699707,17.91
"2019-03-27",46.299709,54.966,9.889624,57.868137,48.498394,8.086635,26.031111,24.889999,3.62,5.590883,11.914892,45.692757,30.530672,60.917122,53.939999,51.436245,17.68,10.933721,51.298897,10.64,11.956785,5.699741,73.518082,94.809601,21.922663,48.65292,114.64801,16.786097,78.529999,28.624998,4.095224,37.550926,7.795135,39.669376,20.440001,0.694,35.053616,50.814121,12.803526,72.970001,165.869995,38.945221,14.857687,175.756546,2.36,24.475275,10.141972,12.488904,8.492283,17.93,365.445404,39.23,3.54,32.279999,18.358435,2.64493,7.955406,40.80798,23.460215,39.300282,2.46,13.961617,17.804146,25.518188,19.719999,30.033401,23.997095,3.86144,39.729393,78.78669,5.22,62.18,94.564552,51.47308,49.116314,7.661409,171.79097,11.657647,44.410435,57.147278,3.29,25.600756,10.6412,33.607868,29.37896,114.450714,16.469999
"2019-03-28",46.361122,55.723999,9.820118,59.059238,48.192047,8.227353,26.320021,25.059999,3.64,5.620517,11.877276,45.992569,30.491201,61.119102,54.330002,51.806355,17.25,11.010314,51.250648,10.79,11.859878,5.572427,73.884117,95.885468,21.796518,48.993694,114.805107,16.54995,78.599998,28.269466,4.182979,37.681698,8.122271,39.924278,20.469999,0.626,35.484489,51.02449,12.828814,74.260002,165.550003,39.148613,15.155031,176.503387,2.42,24.925617,10.256096,12.508555,8.594805,18.57,365.670044,39.34,3.43,32.869999,18.33087,2.571048,8.337578,41.567463,23.624538,39.336349,2.53,13.599105,17.965141,25.67046,19.790001,30.263435,24.230736,3.627414,40.604412,79.112221,5.26,64.389999,94.48674,50.815979,49.727436,7.751056,173.556763,11.805564,44.381859,55.457642,3.35,25.788208,10.579741,33.675045,29.894707,114.665092,16.209999
"2019-03-29",46.663288,55.972,9.919412,59.287926,48.555836,8.236733,26.570415,25.52,3.73,5.600761,12.28165,45.271152,31.339823,60.7794,54.959999,52.312828,17.799999,11.010314,51.819992,11.02,11.912058,5.601807,73.939034,96.380562,21.652349,50.288639,115.796768,16.441715,79.779999,28.588533,4.192729,38.260838,8.234431,40.094204,20.42,0.615,35.522785,51.626919,12.955247,74.919998,166.690002,38.722458,15.270133,178.80365,2.4,25.121422,10.484349,12.665773,8.534999,19.209999,372.486572,41.330002,3.44,32.880001,18.386,2.571048,8.509162,41.635628,23.779202,39.417496,2.61,13.432547,17.898851,25.724199,20.1,30.042603,24.074974,3.637165,40.557865,79.629227,5.33,64.510002,94.875854,51.358807,51.166523,7.695888,176.98111,11.722362,44.648643,55.504574,3.5,25.97566,10.527061,33.262383,29.594635,114.81424,16.620001
"2019-04-01",46.980194,57.835999,10.028635,61.327084,49.963112,8.424358,27.48531,26.360001,3.69,5.719296,12.770658,45.730232,31.922018,61.679161,56.110001,53.160202,18.01,10.799681,52.601627,11.36,12.135689,5.650774,74.790062,99.627197,22.048811,50.804668,116.857132,17.110798,80.870003,29.126394,4.231731,38.643826,8.247521,40.443508,20.77,0.658,36.154728,52.573586,13.149113,76.32,168.699997,39.04208,15.289316,181.512192,2.35,26.031904,10.887592,12.87212,8.586261,17.59,382.369537,42.25,3.34,33.439999,18.413567,2.492243,8.66671,42.969604,23.663206,39.75108,2.58,13.168012,18.25872,26.216827,20.450001,29.904581,24.999813,3.568907,41.665604,79.7537,5.33,69.110001,95.157959,51.606407,51.659359,7.723472,181.898041,12.147622,44.515247,55.46703,3.56,26.198822,10.860697,33.559887,29.575882,116.454697,16.219999
"2019-04-02",47.663128,57.175999,10.167646,61.384251,50.135429,8.452501,27.803112,26.75,3.7,5.798319,12.667214,45.168087,32.553551,61.174191,56.5,52.741379,17.66,10.770959,52.456882,11.22,12.17296,5.689948,74.469772,100.103249,22.229023,53.871643,117.02404,16.854971,82.769997,28.834677,4.241482,38.550415,8.200767,40.509586,20.709999,0.66,36.202602,52.870018,13.064822,75.599998,174.199997,38.964191,15.366052,182.229156,2.45,26.208126,10.712599,12.891772,8.543544,18.040001,381.597992,42.439999,3.36,33.75,18.422752,2.482392,8.582478,43.213028,22.967228,39.877304,2.52,13.187604,18.410246,26.288486,20.799999,29.518122,24.844049,3.607911,41.414268,79.667534,5.41,70.639999,94.301918,49.644623,51.955063,7.741862,179.537125,12.1846,44.37233,54.94136,3.72,26.305937,10.64998,32.897705,29.266432,116.445381,16.17
"2019-04-03",47.989861,58.362,10.028635,61.994091,50.920441,8.565078,27.774221,29.02,3.86,5.847708,12.544962,45.777084,33.264023,60.650864,56.759998,52.653721,18.469999,10.713512,53.53767,11.16,12.381682,5.778088,74.03054,100.303192,22.174959,55.497623,117.789879,16.658184,84.199997,29.053465,4.251233,39.036152,8.041804,40.443508,20.92,0.63,36.757942,53.195137,13.073252,77.050003,173.539993,39.207588,15.0783,187.8255,2.45,26.433296,10.697384,12.931076,8.543544,17.98,375.72876,43.900002,3.39,34.380001,18.275738,2.46269,8.470167,43.456455,23.005894,39.877304,2.57,13.030844,18.277662,25.894381,20.99,29.674545,24.337822,3.724925,40.576481,79.638809,5.45,68.599998,94.54512,50.273155,52.132488,7.649915,180.668793,12.212335,44.000729,55.260509,3.65,26.421984,10.860697,31.726904,28.797569,115.476021,16.889999
"2019-04-04",48.073376,53.556,9.959128,62.718277,50.834282,8.668272,28.072765,29.09,3.89,5.887219,12.667214,46.067516,33.481117,60.999752,56.73,52.419964,18.860001,10.81883,53.962269,11.28,12.605312,5.778088,75.082886,101.272156,23.418415,55.711826,117.190964,16.864811,84.639999,29.15374,4.38774,39.269672,8.238172,40.349106,20.629999,0.671,37.140938,53.060417,13.09011,74.519997,176.020004,39.343895,15.509928,187.46701,2.55,26.580147,10.590865,13.324118,8.569174,17.870001,386.588348,42.889999,3.47,34.419998,18.303307,2.541497,8.713511,43.690144,22.889898,39.805176,2.54,13.285582,18.230309,25.81377,20.879999,30.079405,24.211267,3.793183,41.051224,78.365425,5.34,64.489998,95.440071,50.854073,52.418335,7.668304,183.088242,12.314025,44.286575,55.373161,3.63,26.314863,10.878256,32.024403,29.078888,116.324211,16.889999
"2019-04-05",48.395191,54.992001,9.93927,62.46101,50.805565,8.677652,28.005352,28.98,3.96,5.867465,12.591982,45.702129,33.609398,62.468739,57.130001,52.5271,19.370001,10.780534,53.653469,11.84,12.70222,5.797675,75.485527,101.032318,22.967888,56.208385,117.711327,17.415821,84.910004,29.491043,4.377989,39.447151,8.350382,40.585114,21.85,0.622,37.284561,53.127773,13.267117,75.029999,175.720001,39.35363,15.826458,190.145676,2.63,26.864061,10.781075,13.098118,8.552088,18,382.750336,43.32,3.5,34.720001,18.422752,2.551347,8.793104,43.378555,23.102554,40.147781,2.61,13.216998,18.30607,26.073521,21.370001,30.52107,25.048487,3.763929,41.889008,77.695229,5.35,63.400002,96.14048,51.482609,52.487331,7.649915,185.263824,12.304782,44.277042,55.46703,3.57,26.341642,11.018734,34.135693,30.194784,117.83419,16.870001
"2019-04-08",49.156742,54.639999,9.422945,62.956497,50.269455,8.724559,28.092026,28.530001,4.03,5.906976,12.996354,45.795818,33.431778,62.771729,57.290001,52.322571,19.68,10.809256,53.730667,12.27,12.732037,5.836848,75.952217,101.358521,23.121067,56.188915,117.750595,17.317427,84.580002,29.527506,4.377989,39.596607,8.350382,40.726727,19.940001,0.618,37.399464,53.397217,13.258687,75,174.929993,39.635983,16.296455,190.982147,2.77,26.981543,10.841942,13.500986,8.620436,18.290001,365.748169,42.900002,3.55,34.860001,18.32168,2.580899,8.811832,43.602512,23.063892,40.778893,2.53,13.246392,18.362894,25.974993,21.24,30.539478,24.795376,3.841938,42.978115,77.503746,5.37,60.73,96.529594,51.568317,51.196095,7.613137,186.707687,12.387984,44.353271,55.504574,3.85,26.305937,11.001175,34.126095,30.035366,118.07653,16.91
"2019-04-09",49.009346,54.462002,9.154853,62.127495,49.68549,8.640128,27.822371,27.24,3.93,5.897098,12.761253,45.102509,32.86932,61.770969,55.880001,52.429707,18.82,10.732663,53.383274,12.35,12.493498,5.738914,74.973076,100.610184,22.589445,55.448944,117.112396,16.982885,84.25,29.407101,4.446243,39.428467,8.275574,40.443508,19.709999,0.62,37.207966,53.098907,13.039536,74.599998,177.580002,39.957275,16.190945,188.462784,2.59,25.92421,10.598475,13.147249,8.569174,18.07,360.396515,41.720001,3.6,35.139999,18.275738,2.630154,8.755646,43.281189,23.141224,40.562508,2.5,13.442345,17.946203,25.71524,20.690001,30.318645,23.851068,3.958951,42.428909,77.36013,5.39,59.32,96.00428,51.158813,51.146809,7.511996,185.312576,12.175355,44.467606,55.383659,3.74,26.118484,10.878256,33.473515,29.125774,117.013947,15.71
"2019-04-10",49.284485,55.212002,9.095277,62.432419,50.0397,8.752703,27.995722,27.83,4.04,5.916853,12.751851,44.774597,33.569927,61.679161,56.5,52.801479,18.870001,10.694366,53.798214,12.02,12.739491,5.729121,74.634491,101.061096,22.310118,56.334961,118.005875,17.169834,84.519997,29.527508,4.426742,39.577923,8.322329,40.339661,21.030001,0.601,37.581383,53.714767,13.00582,74.739998,177.820007,39.996223,16.296455,191.290863,2.67,26.080851,10.453914,13.255335,8.569174,18.860001,356.392517,42.169998,3.52,34.75,18.229797,2.571048,8.746283,43.105923,24.146521,40.60759,2.54,13.314975,18.145079,25.67046,21.1,30.346249,24.561731,3.841938,42.400982,77.379272,5.47,58.57,96.889526,51.301666,51.866356,7.65911,186.336975,12.295536,44.439022,55.582813,3.66,25.966736,11.018734,34.27964,29.444601,116.967354,16.559999
"2019-04-11",48.874233,53.683998,9.05556,62.804047,50.231163,8.80899,27.995722,27.790001,4.08,5.976121,12.601385,44.727749,34.349472,61.679161,57.48,52.625374,19.129999,10.703939,53.846466,11.9,12.709674,5.748708,74.991379,101.914955,21.913654,56.850986,118.143326,16.914009,85.75,29.823893,4.338987,39.325714,8.125959,39.905396,20.709999,0.612,37.657982,53.503059,13.056393,75.5,177.509995,39.957275,15.797682,190.7332,2.67,26.374557,10.674559,13.176726,8.586261,18.57,361.490295,42.279999,3.47,34.580002,18.303307,2.521795,8.521541,43.096184,24.881163,40.454319,2.44,13.177807,18.059845,25.760027,21.09,30.355455,24.46438,3.793183,42.177578,76.440994,5.48,58.650002,98.056877,50.177921,52.240913,7.65911,187.18573,12.341761,44.505718,55.5354,3.56,26.180965,11.053854,34.202866,29.238304,117.433388,16.110001
"2019-04-12",48.85458,53.540001,8.936407,64.242874,51.284225,8.865276,29.055071,27.85,4.1,6.025511,12.450921,43.556618,34.231064,59.980637,58.599998,53.320004,23.08,10.723088,54.444763,11.97,12.650039,5.817262,74.048843,106.692657,21.877611,56.519947,118.75206,17.474857,85.489998,29.823893,4.299985,39.774086,7.938941,39.376717,21.35,0.657,38.021824,54.167042,13.106967,75.279999,179.100006,40.210415,14.330138,189.209625,2.59,26.775953,10.85716,13.512063,8.569174,18.51,370.74823,42.009998,3.47,34.369999,18.21142,2.521795,8.371712,44.15752,24.813499,40.273998,2.48,13.148415,18.201899,25.921251,21.219999,30.42906,26.158293,3.715173,42.494072,76.048462,5.52,56.5,98.796181,50.292202,52.369053,7.677499,192.141678,12.656081,44.534306,55.7061,3.49,26.332716,10.6412,35.028187,31.395073,111.626503,16.25
"2019-04-15",48.943016,53.276001,8.916548,64.204758,51.446968,8.752703,28.737263,27.33,3.99,5.916853,12.488537,43.818954,33.303497,58.171947,58.669998,53.447189,23.719999,10.713512,54.309666,11.85,12.881124,5.52346,73.801765,105.474251,22.156939,55.935768,118.850243,17.100958,84.519997,29.657177,4.368239,39.802113,7.966993,39.735458,20.889999,0.626,37.887779,54.426857,12.988963,74.389999,179.649994,40.677753,14.406872,183.921982,2.51,26.707422,10.773466,13.502199,8.560632,18.27,366.666107,41.82,3.5,34.709999,18.183855,2.45284,8.381075,43.845936,24.620173,40.273998,2.46,13.354166,18.012495,25.554022,20.92,30.493469,25.759151,3.724925,43.192223,75.186768,5.46,56.59,99.642525,51.634983,51.541084,7.65911,191.390488,12.443455,44.782036,55.677647,3.5,26.216671,10.509501,34.500366,30.54174,111.980698,15.09
"2019-04-16",48.947933,54.672001,9.075418,66.043823,52.461742,8.780846,28.775787,27.93,3.93,5.887219,12.761253,44.643429,33.579788,58.456562,59.560001,53.408054,22.26,10.703939,54.724613,11.69,12.448771,5.562634,74.305054,106.58712,22.211,56.578373,118.575325,17.189512,85.169998,29.870205,4.348738,40.175751,7.910887,38.630913,22.57,0.638,37.973953,54.802151,12.93839,73.489998,178.869995,40.862743,14.742584,187.417236,2.59,26.864061,10.750642,13.965753,8.552088,17.49,372.77951,42.759998,3.46,34.459999,18.20223,2.255824,8.296794,44.45937,24.716837,40.102699,2.47,13.021045,17.993553,25.643585,21.139999,30.401455,26.382202,3.715173,44.067238,74.258064,5.36,58.040001,100.128899,51.330231,52.024059,7.475218,192.414871,12.628347,44.734394,55.753517,3.57,26.091703,10.755338,35.08577,30.785549,112.940742,15.55
"2019-04-17",49.901096,54.245998,9.05556,67.034805,52.212833,8.912184,28.920246,27.49,3.72,5.936609,12.479134,44.549736,33.925163,57.520081,57.84,53.300434,21.85,10.770959,56.509842,11.75,12.605312,5.699741,74.515533,109.65715,22.490328,56.889935,119.557159,17.455177,89.239998,29.592342,4.231731,41.464817,7.733221,37.649094,22.379999,0.511,38.289925,54.186291,12.92996,72.760002,178.779999,41.446918,14.675444,186.501099,2.56,26.981543,10.484349,14.005204,8.526456,16.65,368.677887,43.150002,3.36,34.48,18.09197,2.255824,8.137601,44.887802,24.687838,40.228924,2.41,12.932867,17.813618,25.428619,21.290001,30.263435,26.489286,3.812685,44.132397,70.773041,5.25,56.599998,100.352646,50.035076,52.004349,7.355688,193.224625,12.785509,45.048817,54.795681,3.5,25.770357,10.632421,35.354477,31.141882,112.101868,15.52
"2019-04-18",50.080433,54.652,9.283936,66.386856,51.341663,8.95909,28.920246,27.68,3.73,5.966243,12.526154,44.577843,33.915291,56.758045,56.919998,53.339573,21,10.780534,56.442295,11.67,12.508407,5.689948,74.241013,108.851273,22.598455,56.63678,121.128082,17.337109,88.279999,29.666437,4.251233,42.408257,7.84543,37.177063,22.68,0.56,38.586742,54.272892,12.879386,70.739998,178.279999,41.310608,14.982379,185.515274,2.57,26.942383,10.385438,13.807948,8.534999,16.99,371.168182,43.400002,3.23,34.400002,17.816319,2.19672,8.259338,44.352264,24.919832,40.021553,2.4,12.952463,17.898851,25.365923,21.219999,30.327843,26.391937,3.68592,42.410294,70.074112,5.44,56.68,100.372101,50.120785,51.432659,7.420049,193.312408,12.582125,45.23938,55.042252,3.43,25.761429,10.658761,34.658794,31.460714,111.719719,14.98
"2019-04-22",50.245026,52.549999,9.254146,65.834183,50.805565,8.912184,28.939503,28.18,3.8,6.045265,12.28165,44.27803,33.037071,57.887329,56.599998,53.437405,21.4,10.742236,56.760738,11.53,12.351865,5.689948,75.860703,108.98558,21.922663,56.227856,121.510994,18.478483,87.559998,29.712751,4.319486,42.174732,7.798674,36.799442,22.76,0.551,37.820755,54.21516,13.132254,72.580002,181.440002,40.891949,15.049521,187.676132,2.5,26.629099,10.28653,13.462749,8.603348,16.65,366.382965,43.400002,3.17,34.389999,18.404375,2.147466,8.30616,44.25489,24.649172,40.60759,2.34,12.707521,17.699972,25.760027,21.280001,30.272636,27.141542,3.578658,42.680241,70.332619,5.52,58.200001,99.584145,50.409218,50.969387,7.374077,191.195404,12.609859,45.163158,55.355206,3.57,26.198822,10.430484,35.837597,32.970451,113.621162,13.86
"2019-04-23",50.969719,52.779999,9.264075,65.939003,51.456547,9.05516,28.958767,27.969999,3.86,6.0749,12.385094,44.362354,33.520588,57.25383,57.299999,53.750473,21.530001,10.742236,56.722137,11.99,12.642584,5.680154,76.299942,109.119896,22.211,56.704941,123.160469,18.380087,87.970001,29.731272,4.38774,42.426933,7.929589,37.214821,22.83,0.635,38.13673,54.55196,13.115396,72.449997,183.779999,40.882217,15.155031,189.866852,2.53,26.932594,10.271315,13.275356,8.611892,16.98,365.259827,42.77,3.15,39.77,18.450317,2.137616,8.50281,44.362,24.378515,40.589558,2.41,12.55076,17.917791,25.81377,22.030001,30.456661,27.122072,3.529902,42.717476,71.42408,5.62,61.529999,100.265091,50.918793,52.03392,7.484413,190.366135,12.748529,45.934929,54.198219,3.56,26.189894,10.421702,35.199886,32.44532,113.733009,13.81
