"","AAPL","TSLA","GE","C","CCL","F","BAC","AMD","INO","SIRI","VALE","WFC","AAL","OXY","NCLH","ORCL","PCG","COTY","INTC","SNAP","QRTEA","NOK","XOM","JPM","M","DAL","MSFT","MRO","UAL","T","ABEV","TSM","ITUB","PFE","SGMS","WKHS","GM","CSCO","ET","SQ","FB","CMCSA","PBR","NVDA","PLUG","MGM","AM","FCX","NLY","IMMU","BA","MU","KGC","TWTR","KMI","AUY","BBD","SCHW","KR","BP","OPK","GOLD","HST","WMB","PENN","KHC","NBL","GFI","SLB","MRK","ZNGA","ROKU","WMT","CVS","LUV","VER","FDX","HBAN","KO","VZ","APPS","EPD","CTL","APA","DVN","CVX","OSTK"
"2018-08-01",48.946239,60.167999,12.485587,67.17318,54.73143,8.967312,29.632639,18.48,3.95,6.73886,12.847239,52.711899,37.332352,73.361755,49.220001,45.75219,42.509998,12.342702,46.230652,12.38,15.87032,5.3178,71.290634,108.472595,32.909538,51.491821,103.061348,19.817753,80.019997,28.187338,4.928996,38.961418,7.035915,37.083752,45.799999,1.46,34.470036,39.453545,14.686046,66.860001,171.649994,33.914486,11.151124,244.800156,1.96,27.532591,14.320986,15.185383,8.211697,23.65,339.522583,52.290001,3.57,31.91,15.735257,3.103982,6.223881,48.974895,27.346848,38.466766,5.72,8.50913,19.905113,25.88376,31.450001,52.679077,33.783813,3.573558,60.19865,61.426636,3.85,45.650002,84.425522,60.156994,55.237671,6.661113,233.004303,13.890141,43.107841,47.530895,1.45,25.420916,15.127801,42.534924,40.455269,113.502861,35.5
"2018-08-02",50.376972,69.907997,12.419577,67.089127,54.946175,8.985428,29.661083,18.790001,3.97,6.837094,12.828963,53.297085,37.126804,73.006668,49.68,46.28363,42.310001,12.472042,46.865242,12.7,15.915046,5.259039,70.86496,108.932144,33.594791,51.799297,104.312279,20.325148,80.849998,28.143158,4.86213,38.811958,7.059174,36.823715,39.549999,1.53,33.987419,40.085022,15.100411,72.650002,176.369995,33.186375,11.341419,248.922012,1.99,27.97682,14.186867,15.039183,8.282084,23.610001,336.606232,53.400002,3.42,32.82,15.869899,2.996273,6.220078,48.252979,28.347691,37.810249,5.8,8.501358,20.303028,26.667074,31.639999,52.785713,34.447193,3.476975,59.548439,61.173397,4.06,46.459999,84.923058,59.866024,55.403816,6.713356,233.023636,14.096385,42.912701,47.760605,1.48,25.239401,15.258143,42.033287,40.892662,112.02739,36.150002
"2018-08-03",50.522717,69.634003,12.391285,68.028893,55.132904,9.094123,29.879183,18.49,3.94,6.748684,13.344303,53.790825,37.606434,73.051056,49.810001,46.834396,42.959999,12.878538,47.007313,12.73,16.198311,5.249246,71.122131,109.813736,33.785618,52.135586,104.768051,20.042177,81.339996,28.514277,4.957653,38.942738,7.338284,37.650272,35.299999,1.57,35.017624,40.367775,15.323132,68.360001,177.779999,33.924065,11.921809,250.392014,1.95,27.551907,13.78451,15.312091,8.250801,23.33,335.364655,52.810001,3.43,31.959999,15.816042,3.03544,6.570291,48.40699,28.528791,37.983021,5.89,8.625693,20.016157,26.804798,32.290001,57.300049,31.718023,3.515609,59.503288,61.83934,3.99,46.470001,85.726738,60.907913,56.107483,6.695942,235.149765,14.105351,43.321575,48.027073,1.57,25.256689,15.339609,42.733688,40.064388,112.289886,36.25
"2018-08-06",50.785061,68.398003,12.353565,68.038284,54.535358,9.085064,29.888662,19.43,3.92,6.768331,13.231455,53.845684,37.694752,73.059937,49.75,47.027645,44.580002,12.527473,46.978725,13.05,16.14613,5.210073,71.104401,109.841881,33.638165,52.289322,104.855316,20.110481,81.830002,28.3729,4.900339,38.36359,7.227803,38.114632,34.799999,1.51,34.896969,40.81076,15.363625,70.919998,185.690002,33.837837,11.893266,252.308945,1.97,28.324478,14.0751,15.009943,8.219519,23.5,333.564789,52.669998,3.41,32.98,16.112257,2.966898,6.456091,48.512875,28.509731,38.121231,5.51,8.555754,20.02541,26.976955,31.450001,55.362797,31.226202,3.409367,59.367825,62.111343,3.96,47.849998,85.793709,61.048702,56.478863,6.695942,236.898956,14.159156,43.349445,48.22002,1.44,25.265327,15.233705,43.19746,40.622784,112.516197,38.150002
"2018-08-07",50.308956,75.914001,12.410145,68.047691,54.796783,9.130355,29.879183,19.559999,4.02,6.73886,13.156222,53.781677,37.547546,72.740349,49.610001,46.844059,43.66,12.435087,47.359894,13.12,16.421944,5.278626,72.07103,110.245148,34.236675,52.558361,105.582596,20.217813,82.32,28.629148,4.82392,38.522388,7.123136,37.928886,34.849998,1.33,34.878407,41.074661,14.982977,71,183.809998,33.914486,11.779093,255.209167,1.95,28.614191,14.045298,14.970956,8.180415,23.82,337.597565,53.040001,3.32,32.669998,16.139183,2.947314,6.296211,48.888268,28.595516,38.630898,5.62,8.384795,19.784809,27.174936,31.25,54.49192,30.117178,3.399709,60.216713,62.449013,3.95,47.419998,85.889389,61.433548,56.772053,6.713356,239.527664,14.230893,43.21006,48.201641,1.47,25.014666,15.184827,43.897861,40.436649,113.312759,38.400002
"2018-08-08",50.342972,74.068001,12.306413,68.498779,54.712757,9.103181,30.154169,19.58,4.48,6.827271,13.118607,54.119987,37.66531,72.08342,48.93,46.757095,44.09,12.361177,47.607647,12.23,17.145016,5.278626,71.592148,110.470253,34.600983,53.067608,106.174126,19.651869,82.790001,28.593803,4.871682,39.204288,7.00684,38.458256,33.400002,1.25,34.952652,41.319721,14.942482,70.82,185.179993,33.579163,11.531711,256.66925,2.02,27.957506,14.164513,15.000196,8.227338,23.48,334.729431,53.389999,3.3,31.84,16.085327,2.986481,6.182012,48.609127,29.176958,38.55315,5.49,8.485817,19.016737,27.157717,31.17,53.567722,29.683214,3.457659,59.972893,62.552181,3.95,47.25,86.157295,63.986622,57.485489,6.661113,237.246902,14.419203,42.88483,48.422161,1.46,25.29126,15.103363,43.661243,39.710743,112.136017,36.950001
"2018-08-09",50.738911,70.489998,12.202682,67.643593,55.403667,8.976371,29.964523,19.1,4.36,6.887288,12.817678,53.825256,37.213875,69.056274,50.950001,46.902031,43.900002,11.465039,47.779175,12.31,17.264284,5.249246,71.228546,109.616776,35.182152,53.173306,106.348679,19.603083,82.75,28.708672,4.82392,39.082851,6.86147,38.077484,33.150002,1.1,34.813438,41.263165,14.804801,69.379997,183.089996,34.000702,11.379477,254.722488,1.91,28.112024,14.298634,14.922222,8.180415,23.290001,332.456421,52.259998,3.24,31.959999,16.103279,2.976689,6.052586,48.956539,28.423944,38.128338,5.5,8.43919,18.961212,27.364309,31.129999,53.318909,29.538561,3.457659,59.060783,61.904999,3.86,57.32,85.656868,64.362083,57.65163,6.661113,236.580048,14.284695,43.070675,48.706989,1.44,25.507353,17.082926,40.973232,39.152348,110.913994,38.599998
"2018-08-10",50.587772,71.098,12.042369,66.027214,55.64642,8.822386,29.575747,19.059999,4.46,6.847932,12.591982,53.466042,36.566166,69.93512,50.610001,46.689461,42.669998,11.132452,46.549908,12.31,16.973564,5.112139,71.156883,108.538254,34.670383,52.567966,105.698975,19.886057,81.720001,28.505438,4.680635,38.326233,6.54747,38.012478,33.299999,1.13,33.959576,41.263165,14.667121,70.599998,180.259995,33.607914,10.979862,253.063766,1.91,27.870592,14.4104,14.727289,8.149133,23.610001,328.287659,51.369999,3.15,32.009998,16.309734,2.966898,5.67192,48.840733,28.728964,37.655346,5.42,8.415879,18.757629,27.364309,31.469999,53.007877,29.490341,3.390051,59.638748,61.970642,3.82,58.049999,86.782799,64.81263,57.65163,6.574039,233.64212,14.20399,42.819782,48.210827,1.55,25.585146,17.416925,41.806133,39.868954,111.647202,41.650002
"2018-08-13",50.91441,71.281998,11.740602,64.993484,55.076885,8.568765,28.902487,19.73,4.42,6.838094,12.573174,53.060795,36.104919,69.366989,51.16,46.389915,42.790001,10.836818,46.168747,12.57,16.653027,5.082759,70.386345,106.812592,34.765797,52.097157,104.932899,19.593327,81.209999,28.461256,4.671083,38.027317,6.518396,37.901028,31.75,1.2,33.56049,41.234894,14.100196,72.370003,180.050003,33.569588,10.941805,254.384781,1.89,28.034761,14.164513,14.5421,8.203877,22.74,327.272095,51.34,3.11,32.799999,16.013517,2.810229,5.694758,48.358223,28.490669,37.383808,5.39,8.159438,18.600315,26.417444,30.950001,52.679077,29.1721,3.245177,58.672466,62.58033,3.81,55.380001,86.263145,65.235008,57.505039,6.582747,232.897995,14.087417,42.587471,47.981125,1.48,25.343122,17.824251,41.351818,39.152348,110.83252,35.700001
"2018-08-14",51.128937,69.528,11.646298,65.79229,55.384995,8.604998,29.196445,20.02,4.49,6.847932,12.827083,53.48447,36.39933,70.716331,52.02,46.602493,42.84,10.873773,45.854282,12.34,16.705206,5.092552,70.162354,107.525375,36.275089,52.616009,106.242012,20.004169,81.440002,28.487766,4.785711,38.214134,6.681211,37.808155,31.35,1.19,33.597614,41.47052,14.245976,74.970001,181.110001,33.904903,11.015241,259.658783,1.89,27.986477,14.231574,14.425139,8.180415,22.469999,328.026489,50.619999,3.08,33.189999,16.112257,2.780855,5.847025,48.763531,29.161036,37.322502,5.38,8.089499,18.776136,26.090349,30.950001,52.892353,29.220316,2.829871,58.518944,62.33646,3.76,55.790001,87.427551,66.999634,57.749371,6.669821,235.517014,14.284695,42.643219,48.578362,1.48,25.325834,18.215273,41.550583,39.468777,110.959259,32.900002
"2018-08-15",51.248371,67.737999,11.523706,64.514214,55.272957,8.559706,28.7887,19.700001,4.43,6.788899,12.168801,53.410789,36.742809,68.292847,51.970001,46.225655,43.470001,10.559662,45.225361,12.18,16.533758,4.984826,68.934906,106.634399,30.48947,53.067608,104.801315,18.585783,81.870003,28.691,4.757054,37.784447,6.57073,38.226078,29.299999,1.15,33.356304,41.33857,14.075898,72.239998,179.529999,33.502522,10.547927,257.324738,1.86,27.39739,13.86647,13.314014,8.242981,21.700001,320.888367,47.490002,2.86,32.380001,15.914781,2.64377,5.732826,48.483673,28.787542,36.376518,5.26,7.755352,19.238832,25.823503,31.049999,52.510239,27.899134,2.588415,56.252235,63.189999,3.7,54.509998,86.821289,67.243675,58.961235,6.852674,235.304382,14.26676,42.819782,48.918327,1.5,24.841795,18.304882,39.733337,37.672619,106.75914,30.450001
"2018-08-16",51.999161,67.089996,11.59915,65.369385,55.861164,8.614056,29.130066,19.33,4.5,6.828255,11.990125,54.027882,37.449406,69.260445,51.889999,46.476879,44.790001,10.605853,44.949017,12.17,16.369761,5.043585,69.884621,107.637901,31.061956,53.278996,104.781845,18.898806,81.900002,29.23884,4.642426,37.747086,6.5591,38.467545,30.65,1.15,33.681141,42.563831,14.092095,72.760002,174.699997,34.163574,10.423947,255.695801,1.97,27.310478,13.948431,13.421227,8.282084,21.540001,334.642365,47.099998,2.81,32.830002,15.995565,2.536061,5.709986,49.342556,29.237648,36.542938,5.49,7.662102,19.340624,25.832115,32.18,53.915833,28.188444,2.39525,56.43285,64.578171,3.7,57.049999,94.924095,68.707947,58.169609,6.913627,237.981369,14.347466,42.949871,49.864716,1.46,24.720781,19.00547,39.913166,37.858757,107.526802,30.25
"2018-08-17",53.037575,61.099998,11.59915,65.472763,56.561413,8.650288,29.149031,19.77,4.43,6.857771,12.225224,54.212093,37.086296,69.730965,52.490002,46.728107,45.25,11.289508,44.882309,11.89,16.28031,5.121932,70.117546,107.637901,31.252785,53.471169,104.723434,19.397686,82.010002,29.185825,4.690188,37.485535,6.396286,39.08979,29.549999,1.15,33.764675,43.233009,14.513241,72.900002,173.800003,34.106091,10.214131,243.161316,1.97,27.571215,14.067649,13.616163,8.352469,21,335.048584,47.110001,2.89,32.73,16.112257,2.64377,5.550106,49.245811,30.022938,36.709362,5.61,7.786437,19.368387,26.228075,33.049999,54.805004,27.744835,2.404908,56.739891,64.775131,3.72,56.07,94.163857,69.158493,58.325977,6.93104,238.648193,14.437138,43.302986,50.34251,1.44,24.885014,19.127666,39.752266,37.784298,107.654739,30.030001
"2018-08-20",52.520805,61.688,11.59915,66.280945,56.720135,8.804271,29.272305,19.98,4.39,6.838094,12.253437,54.368671,39.245338,70.139297,53.080002,46.786076,44.779999,11.455801,44.310558,11.73,16.101404,5.141519,70.610344,107.497231,33.143738,55.171864,104.032303,19.544415,85.220001,29.256514,4.642426,37.457508,6.377374,39.312683,30.15,1.14,34.126637,43.562893,14.723811,74.260002,172.5,33.943226,10.147372,246.160889,1.95,27.600191,14.224122,13.762363,8.383751,21.299999,339.246338,48.07,2.87,32.599998,16.076351,2.653562,5.519653,49.748905,30.070822,37.12104,5.59,7.879687,19.340624,26.185034,33.82,54.463699,27.783409,2.385592,57.344952,65.816261,3.74,57.029999,92.383545,70.040817,60.231743,6.913627,240.436096,14.446105,43.42379,50.213875,1.42,25.377699,19.437231,39.780659,38.193787,107.609032,29.9
"2018-08-21",52.418423,64.379997,11.910345,66.948174,57.373703,8.931081,29.414541,20.4,4.54,6.828255,12.07476,54.304195,39.578999,70.032784,53.360001,46.776421,44.700001,10.642809,45.377823,11.44,16.183401,5.249246,70.628258,108.153732,33.169758,55.344814,103.165932,19.769402,85.660004,29.512762,4.508694,38.195457,6.182329,39.154804,30.9,1.12,34.256573,43.148182,14.667121,75.190002,172.619995,34.240215,9.784967,251.603745,1.95,28.01545,14.425301,13.957297,8.352469,21.629999,342.177094,49.939999,2.87,33.689999,16.121233,2.712312,5.283639,48.539532,30.032518,37.191113,5.72,7.910769,19.488686,26.271112,34.43,53.745182,27.706259,2.453199,58.482819,64.878304,3.74,58.75,92.460541,69.167885,59.771202,6.904918,242.678177,14.535773,42.949871,50.452766,1.45,25.066526,19.534985,40.386406,38.947613,107.782677,30.65
"2018-08-22",52.420864,64.328003,11.759462,66.835403,57.765839,8.777096,29.376612,20.9,4.83,6.887288,12.338074,54.497608,38.460224,70.423386,52.59,47.153255,44.599998,10.827579,44.83466,11.44,15.952317,5.298213,71.640686,107.825485,32.571247,54.681835,104.217239,20.415014,84.529999,28.87656,4.460932,38.2048,6.270988,39.071209,30.65,1.04,33.532646,43.346115,14.788603,76.440002,173.639999,33.991127,10.004316,261.039368,1.95,27.841619,14.507263,14.161977,8.344649,22.83,338.559631,50.240002,2.91,33.810001,16.408474,2.702521,5.382614,49.27483,30.396429,37.64658,5.89,8.06619,19.710781,26.245287,34.650002,53.484726,28.795998,2.39525,58.780827,64.756378,4.03,59.689999,92.065979,69.37439,59.389065,6.826553,238.648193,14.535773,42.680393,49.745274,1.41,25.377699,18.264154,40.96376,39.747967,108.678276,30.799999
"2018-08-23",52.528122,64.019997,11.825473,66.544075,57.417572,8.72275,29.243858,22.290001,4.97,6.788899,12.159397,53.991043,38.106937,70.112671,52.380001,47.307861,43.959999,10.753673,44.767963,11.4,15.385787,5.3178,70.852249,107.600388,33.074345,54.710659,104.703964,20.326979,84.739998,28.708672,4.384514,37.999294,5.969554,39.19194,30.700001,1.05,33.105713,43.374397,14.699514,77.120003,172.899994,33.828262,9.746819,265.032135,2.01,27.571215,13.970785,13.820842,8.329007,22.09,336.093201,49.700001,2.89,33.880001,16.139183,2.614395,5.177055,48.539532,30.942303,37.611549,5.85,7.949625,19.322115,25.900976,34.84,52.811111,28.49704,2.327642,58.383484,64.690727,3.93,60.09,91.594444,69.120964,59.780998,6.774309,236.261124,14.508875,42.466667,49.873909,1.4,25.481421,18.581861,40.566242,39.571148,107.928886,30.450001
"2018-08-24",52.691441,64.564003,11.787753,66.412506,57.63406,8.768039,29.291271,23.98,5.06,6.847932,12.432114,54.055515,38.097118,70.432259,53.07,47.597733,42.810001,11.067781,45.415947,11.63,15.40815,5.4647,71.33606,107.553497,31.66914,54.941265,105.521667,20.160683,85.139999,28.841217,4.45138,38.522388,6.016837,39.377693,31.200001,1.04,33.365585,43.657143,14.804801,78.18,174.649994,34.968323,9.83265,270.375732,2,27.522932,13.672742,14.103498,8.297724,22.280001,337.930969,50.700001,2.99,34.279999,16.130207,2.741688,5.260801,48.907177,29.879288,38.031979,5.63,8.128355,19.396147,25.892366,34.549999,53.017689,28.468113,2.453199,58.925323,64.756378,3.94,63.259998,91.373108,69.533951,59.76141,6.817845,236.792679,14.535773,42.401611,50.333317,1.39,25.559216,18.532984,41.162525,39.701431,108.760521,30.65
"2018-08-27",53.125328,63.854,12.042369,68.028893,58.076458,9.048834,29.689531,25.26,5.04,6.906967,12.780063,54.433136,38.784088,71.204575,53.43,47.665375,43.610001,11.215599,46.073456,11.81,15.519964,5.592014,72.034904,109.457344,31.469641,55.488945,106.689789,20.415014,85.940002,29.0091,4.480037,38.793278,6.211883,38.616138,30.35,0.944,34.980503,43.911625,14.691414,78.25,177.460007,34.901257,10.013853,274.030762,1.97,28.227907,13.449208,14.356913,8.289905,23.57,342.148071,52.07,3.02,35.889999,16.130207,2.780855,5.39784,49.700531,29.869713,38.42614,6,8.252689,19.368387,26.098957,34.299999,53.502689,29.278181,2.50149,58.564098,64.709473,3.94,64.099998,90.978554,70.35994,59.683018,6.783015,240.542374,14.58958,42.457367,50.397636,1.44,25.515997,18.630739,41.42754,39.906181,109.985115,29.25
"2018-08-28",53.554352,62.372002,12.032937,68.019485,58.114117,9.066948,29.651604,25.049999,4.83,6.887288,12.639001,54.40551,39.932289,71.115814,53.610001,46.998657,45.669998,11.742196,46.283096,11.29,15.400695,5.611601,71.927399,108.922768,31.521681,56.488224,107.332291,20.248722,86.82,28.86772,4.403619,39.559246,6.117316,38.54184,30.450001,0.972,34.637096,44.250931,14.367458,80.800003,176.259995,34.824612,9.870799,272.521057,1.96,28.160305,13.166067,14.288686,8.329007,25.219999,339.700958,52.34,2.97,35.490002,15.986589,2.731896,5.283639,49.574764,29.793097,37.891838,5.79,8.252689,19.803318,25.892366,34.509998,52.802139,29.143166,2.424224,57.859703,64.371803,4.04,62.990002,92.450905,70.322395,60.094555,6.861382,239.315048,14.58958,42.160007,50.213875,1.42,25.118389,18.329325,40.471584,39.561836,109.537323,30.629999
"2018-08-29",54.353893,61.001999,12.230971,68.160469,58.650635,9.030718,29.52833,25.200001,5,6.985679,12.639001,54.304195,39.745834,71.222336,54.25,47.240219,46.900002,12.010113,46.454624,11.17,15.095067,5.592014,72.447052,108.566391,31.408916,56.228798,109.04554,21.295393,87.110001,28.47893,4.489589,41.221943,6.223703,38.54184,32.049999,1.02,34.451477,44.750458,14.383658,85.699997,175.899994,35.207829,10.25228,276.754517,1.97,28.585222,12.860574,14.298431,8.329007,25.76,338.714417,51.830002,3.03,35.349998,16.049423,2.75148,5.375,49.661839,29.3813,38.005707,5.89,8.252689,20.034668,25.746035,34.970001,53.260189,29.191387,2.433883,58.238991,64.540642,4.15,59.919998,92.037109,69.881233,59.986778,6.87009,239.286057,14.625446,42.122841,50.140369,1.43,24.91094,18.19898,41.389679,39.980629,109.86631,29.950001
"2018-08-30",54.8536,60.630001,12.042369,67.154922,57.963509,8.786155,29.40506,24.889999,5.06,6.946323,12.385094,53.843678,39.647697,71.13356,53.32,46.747433,47.02,11.884183,45.968636,11.08,15.020523,5.503873,72.133476,108.031807,31.200741,56.151924,108.977402,21.158443,86.919998,28.240353,4.374961,40.5961,5.951822,38.54184,30.35,1,33.746113,44.439434,14.237878,87.760002,177.639999,35.140766,10.013853,276.078735,1.94,27.889904,12.875478,13.791602,8.336829,26.01,335.532227,52.759998,2.99,35.639999,15.959661,2.712312,5.138987,48.916855,29.726061,38.172131,5.89,8.159174,20.127205,25.548056,34.650002,52.290192,28.824926,2.424224,58.103527,64.287392,4.17,60.68,92.479782,69.956329,59.594833,6.774309,238.454926,14.580612,41.769726,50.305752,1.44,24.78993,18.098803,42.004894,40.138836,109.491623,28.75
"2018-08-31",55.487377,60.332001,12.202682,66.948174,57.878792,8.586881,29.329199,25.17,5.26,6.985679,12.413305,53.862099,39.726204,70.902756,53.610001,46.940685,46.18,11.529709,46.149693,10.9,15.497602,5.43532,71.82885,107.459717,31.703836,56.190361,109.347313,21.041059,87.419998,28.222683,4.441827,40.726868,6.158689,38.560417,30.299999,1.02,33.458393,45.023788,14.173085,88.639999,175.729996,35.437759,10.366724,278.930847,1.97,27.996134,12.584884,13.694138,8.305546,26.76,331.556915,52.52,3,35.18,15.887852,2.722104,5.283639,49.139378,30.166588,37.558994,5.92,8.120211,19.92362,25.470587,34.459999,52.335098,28.660986,2.404908,57.037907,64.334297,4.16,59.490002,92.248833,70.622765,60.065159,6.809137,235.758606,14.535773,41.416607,49.956604,1.4,24.720781,17.831661,41.484333,39.952717,108.257881,29.200001
"2018-09-04",55.665325,57.790001,11.948066,67.098541,57.605824,8.577824,29.52833,28.059999,5.43,7.034873,11.802044,54.156826,40.010807,70.370125,53.02,46.940685,47.009998,11.231206,45.701824,10.59,15.52742,5.396147,71.936363,107.994293,31.56505,56.574707,108.743774,20.600872,88.300003,28.151997,4.136154,41.203266,5.889071,38.421104,27.5,1.08,33.040745,44.98608,14.383658,91.25,171.160004,34.853363,9.918484,281.932007,1.95,27.001446,12.704099,13.138573,8.336829,26.700001,334.903503,51.93,2.83,34.84,15.816042,2.555645,5.036032,49.652157,30.549658,37.418846,5.86,7.668221,19.636749,25.134878,33.73,50.88908,28.10165,2.308326,56.364304,63.734001,4.16,63.200001,91.767654,69.458855,60.741264,6.739479,233.187912,14.706151,41.59317,48.872379,1.37,25.04924,17.948538,40.869114,39.412933,108.632576,30.65
"2018-09-05",55.302128,56.147999,11.844334,66.882393,57.37051,8.595939,29.566261,28.51,5.54,6.887288,11.867872,54.294987,38.93129,70.254715,52.98,46.418911,47,11.37113,45.473122,10.11,15.452875,5.28842,72.895027,107.469093,31.053276,54.970085,105.609268,20.747599,88.190002,28.293373,4.20302,41.306019,5.960023,38.866894,27.9,1.24,32.753033,44.552528,14.416051,87.199997,167.179993,34.757549,10.071076,276.684937,1.91,26.711731,12.577432,13.323762,8.418296,25.67,335.319397,49.540001,2.8,32.73,15.968637,2.457727,5.066506,48.878155,30.607117,37.471397,5.8,7.676014,19.655256,25.36729,33.150002,51.194447,28.767065,2.240717,55.545055,64.362442,4.02,61.349998,92.980194,70.294235,60.163147,6.809137,236.541412,14.706151,42.169304,49.451244,1.32,25.30855,18.073761,41.569508,38.817314,108.678276,27.5
"2018-09-06",54.383144,56.189999,11.797183,65.886253,58.114117,8.541593,29.394749,27.84,5.31,6.906967,12.215821,53.35553,37.763451,68.860977,53.200001,46.10004,45.529999,11.47374,45.034782,9.8,15.400695,5.278626,72.088661,107.009552,30.671621,54.230232,105.852623,19.916134,87.129997,28.434752,4.241229,41.147217,6.131493,38.801884,25.9,1.2,32.255783,44.561947,14.181185,88.540001,162.529999,34.412655,10.137836,271.020477,1.89,26.074356,12.309195,13.226294,8.43427,24.780001,339.759003,44.650002,2.8,30.809999,15.860922,2.398977,5.218884,47.900974,31.181719,36.972134,5.59,7.730565,19.683016,24.818666,31.370001,51.014816,28.294523,2.244721,54.807732,65.075279,3.97,63.599998,92.816582,71.401833,59.800594,6.80043,237.923386,14.652348,42.531712,49.883099,1.32,25.031952,18.365944,40.376942,37.812225,105.306068,25.23
"2018-09-07",53.944374,52.647999,11.693451,65.444557,58.415318,8.396666,29.40428,27.379999,5.38,6.867611,12.23463,52.867386,37.714378,68.735443,53.369999,46.196671,45.779999,11.557694,44.262913,9.93,15.594509,5.210073,73.316124,107.215874,30.801733,54.633793,105.336708,20.072643,87.68,28.381731,4.298542,41.922527,6.25566,39.19194,27.15,1.2,31.814821,44.345181,14.059701,89.970001,163.039993,34.652168,10.528852,270.165833,1.92,25.948254,12.465664,12.846172,8.378361,24.780001,337.834229,44.860001,2.83,30.49,15.995565,2.389185,5.348404,48.529858,30.999762,36.814472,4.58,7.831872,19.812571,24.888334,32.099998,50.826206,28.043789,2.283591,54.343494,65.34729,3.94,65.230003,92.219955,72.546974,60.653076,6.678528,238.340057,14.571643,42.485249,49.616634,1.33,24.936872,18.315853,40.575703,37.663315,104.730316,26
"2018-09-10",53.220398,57.099998,11.797183,65.435165,58.34943,8.496303,29.366165,29.889999,5.45,7.025034,12.197013,52.922642,38.695759,68.941681,53.419998,47.211231,46.25,11.287175,44.11998,9.74,15.728687,5.278626,73.208626,106.643776,31.209414,55.306389,106.475639,19.906351,88.089996,28.620312,4.260334,41.679657,6.202445,39.061932,26.700001,1.1,31.777292,44.364033,14.30267,89.389999,164.179993,34.834194,10.376261,273.017914,1.83,26.14226,12.480568,12.865665,8.394335,24.719999,330.657318,44.900002,2.74,30.540001,15.878873,2.320643,5.29507,48.974903,30.406008,36.867023,4.58,7.605879,19.692272,24.836082,32.330002,51.41,27.850918,2.225286,54.598366,65.24411,4,68.709999,93.249649,70.998215,61.250786,6.687234,241.712112,14.473005,42.801189,49.726894,1.26,24.91094,18.207329,40.992165,37.700542,104.620667,25.950001
"2018-09-11",54.565971,55.888,11.627439,65.247215,58.227066,8.432898,29.394749,30.1,5.44,7.06439,11.9337,52.848961,39.431789,69.156906,53.16,47.269207,46.290001,11.193892,42.814484,9.89,15.669052,5.249246,74.238968,107.319046,31.56505,55.98859,108.28624,20.092207,89.120003,28.86772,4.183915,41.614269,5.912721,39.294113,26.5,1.09,31.683474,44.326324,14.278371,92.279999,165.940002,34.776714,9.956633,271.099945,1.76,26.122856,12.771159,12.709717,8.370373,24.4,333.936279,43.599998,2.73,30.889999,16.166111,2.369601,5.043651,49.323208,30.061245,37.357536,4.58,7.613671,19.701525,24.879627,32.59,51.877037,28.304169,2.225286,54.90786,64.7939,4.01,70.980003,92.999443,71.082695,61.711319,6.669821,241.624908,14.571643,42.764019,50.278194,1.25,24.971447,18.791698,41.730408,38.612576,105.114143,26.799999
"2018-09-12",53.888309,58.108002,11.891485,66.262161,58.857716,8.460072,28.994562,32.209999,5.39,7.005356,12.149993,51.522671,38.528919,67.919395,53.52,47.675037,45.91,11.520381,42.814484,9.2,15.87032,5.200279,74.480873,106.05294,31.56505,55.14304,108.743774,20.111771,87.800003,29.530432,4.260334,41.04446,5.960023,39.386978,27.35,1.15,31.955553,44.194382,14.359362,90.440002,162,34.575527,10.242743,266.528656,1.77,26.442968,13.099009,13.284775,8.154725,24.110001,341.828888,41.740002,2.82,29.75,16.300756,2.447935,5.081745,49.061981,30.386852,37.760456,4.58,7.855252,19.747793,24.722874,32.720001,53.098526,28.217373,2.273873,55.362999,65.525497,4.03,70.940002,92.354691,72.575119,60.133751,6.626284,245.132568,14.230893,42.96846,50.5079,1.21,24.988733,19.150673,42.714756,39.040676,105.817825,27.049999
"2018-09-13",55.189991,57.891998,11.985789,65.923836,59.017731,8.487244,28.718243,30.48,5.26,7.074229,12.07476,50.656895,38.744823,68.726463,53.990002,47.307861,46.52,11.455083,43.424347,9.35,16.019405,5.356973,73.755157,106.465584,31.32621,55.556206,109.911903,20.219374,89.580002,29.760176,4.183915,40.568073,5.859507,39.795612,26.93,1.13,32.133812,44.524265,14.221682,90.220001,161.360001,35.485664,9.956633,269.649109,1.75,26.656374,13.121362,13.236041,8.130763,22.610001,343.811737,43.619999,2.88,30.389999,16.426422,2.447935,4.99032,48.781403,27.370195,38.031979,4.58,7.87863,19.868093,24.54871,31.959999,53.430832,28.120937,2.303025,55.545055,66.43531,3.98,70.610001,91.53669,72.349854,61.103809,6.687234,245.316696,14.141221,42.949718,50.480328,1.25,25.127031,18.908573,42.156326,38.117577,106.283913,27.25
